Name	CoL ID	E_Rj (log10 J/cm^3)	F_m (log10 l/d.cm^2)	kap_X (log10 -)	s_G (log10 -)	h_a (log10 1/d^2)	kap_P (log10 -)	kap_R (log10 -)	kap_V (log10 -)	p_M (log10 J/d.cm^3)	k_E (log10 1/d)	E_G (log10 J/cm^3)	p_T (log10 J/d.cm^2)	s_j (log10 -)	t_sj (log10 d)	E_Hj (log10 J)	E_He (log10 J)	E_Hb (log10 J)	k_J (log10 1/d)	E_Hx (log10 J)	E_Hp (log10 J)	E_Hs (log10 J)	p_Am (log10 J/d.cm^2)	kap (log10 -)	v (log10 cm/d)	t_0 (log10 d)
Pagellus erythrinus	cf65e6afffa559b72e5b5b8afebdae91		0.812913356643	-0.0969100130081	-4.0	-8.71805806656	-1.0	-0.0222763947112		1.23274206272		3.71858472003				1.3807537708		-1.56161589297	-2.69897000434		4.05918461763		1.41836427603	-0.0150678339326	-1.29353826237	
Pagphilus groenlandicus	ed5280adb77539a0b58955aa822a70e7		0.812913356643	-0.0969100130081	-1.0	-11.7108571641	-1.0	-0.0222763947112		1.08644169815		3.89527499346						7.53032778978	-2.69897000434	7.55181582235	8.61940641089		3.17353007021	-0.633894707577	-1.4552004756	2.07918124605
Palaemonetes pugio	56cf1eeaf3d2f8441b8c41906c4c1ab1		0.812913356643	-0.0969100130081	-4.0	-5.97265039223	-1.0	-0.0222763947112		2.5140161804		3.64777405027				-1.17822453282		-2.45111943736	-2.69897000434		0.0923696996291		1.9945683284	-0.00357589604491	-1.72056121171	
Pangasianodon hypophthalmus	53d4229bacedae1311051e7cddd073d4		0.812913356643	-0.0969100130081	-4.0	-9.52374820399	-1.0	-0.0222763947112		1.05076631123		3.72288061069						0.101403350555	-2.69897000434		6.8393523289		2.71993341154	-0.236197775925	-0.948461609485	
Panthera leo	c67c449dc0cc8bf14732d7fabf8f2b10		0.812913356643	-0.0969100130081	-1.0	-14.3521458218	-1.0	-0.0222763947112		1.25722725004		3.89551370516						5.22738530627	-2.69897000434	6.18391297743	7.23558651729		2.89348157117	-0.0146543741934	-0.958185070086	1.78317151929
Pan troglodytes	86b444a39d077c4e99f876aa5e8481df		0.812913356643	-0.0969100130081	-1.30102999566	-12.3769823951	-1.0	-0.0222763947112		1.64056292165		3.89872463324						6.27208075101	-2.69897000434	7.39326977371	7.81242332974		3.12556583916	-0.357439530074	-1.83666863916	
Papio hamadryas	e54f36089676e764bb7e9f7481e21548		0.812913356643	-0.0969100130081	-1.30102999566	-16.5246731883	-1.0	-0.0222763947112		0.867471612753		3.89748138579						6.13520900413	-2.69897000434	6.46314613673	6.8607870445		2.30056722557	-0.0952676890064	-0.93973667142	2.0848014093
Paracentrotus lividus	d258688755c65d9fc78cb8b568dac26a		0.812913356643	-1.92628164965	-4.0	-7.01409951894	-0.0457574905607	-0.0222763947112		1.26961800276		3.37156286059				-2.66754740049		-4.86524294505	-2.69897000434		3.33504648015		1.21022753055	-0.340289116744	-3.24163396674	
Parus atricapillus	aed95c6ec867d5d04bbab05d19687d73		0.812913356643	-0.301029995664	-2.0	-21.1036391545	-1.0	-0.0222763947112		3.07244107748		3.86560611496						1.11159852488	-2.69897000434		3.26245108973		3.28849068163	-0.00202854246912	-0.926501601283	
Parus major	9a3033c7cf62b8a01f58d9a946e06126		0.812913356643	-0.0969100130081	-2.0	-37.6918626214	-1.0	-0.0222763947112		3.00284829704		3.86460243941						1.78568566828	-2.69897000434		3.88383171333		3.32865884859	-0.00388252386271	-0.475837641864	
Passerculus sandwichensis	a40e57e0efe04426fca93156aee1edf4		0.812913356643	-0.0969100130081	-2.0	-16.2467234298	-1.0	-0.0222763947112		2.954643323		3.86452531999						1.37639444204	-2.69897000434		3.98797891588		3.26482254358	-0.00189330191997	-0.90375061681	
Patella vulgata	b6d47c01f8b1aac2e8d612029dec8807		0.812913356643	-0.266634187491	-4.0	-7.55222199071	-2.34371968176	-0.0222763947112		1.5187928516		3.59184674595				-2.82827354635		-2.82856609906	-2.69897000434		2.20057692675		1.95019441391	-0.210927201653	-1.82257894252	
Pecten maximus	cfba025bc7568aa8054058b764da5484		1.07918124605	-0.0969100130081	-4.0	-8.07211658967	-1.0	-0.0222763947112		1.3951515915		3.37548071462				-3.06701917808		-4.70136521688	-2.69897000434		2.79837437668		1.57986359086	-0.0165090281848	-1.83564714422	
Pelagia noctiluca	d46fd9939cd7273ba4caa7f6a44c1e44		1.27253777738	-0.0969100130081	-4.0	-13.9006647223	-1.0	-0.0222763947112		2.21484384805		2.41995574849				-1.13667713988		-2.63827216398	-2.69897000434		3.27044590802		2.39482977268	-0.431798275933	-1.7447274949	
Pelecanus onocrotalus	93042a2bf3d8f48f27fe9b410ac0d62a		0.812913356643	-0.0969100130081	-2.0	-31.8007935208	-1.0	-0.0222763947112		2.13994831624		3.86224709622						3.04727486738	-3.13511530166		6.33142729652		3.43267431919	-0.000926033822959	-0.0635616624144	
Perameles nasuta	42469df66a2b4861d91637f73b420616		0.812913356643	-0.0969100130081	-1.0	-10.2826432674	-1.0	-0.0222763947112		2.68970300894		3.89414208847						-0.546672484814	-2.69897000434	2.85052799788	3.53811984999		3.3395448493	-0.000359744785919	-1.40023479267	0.858362121158
Perca fluviatilis	c8f5e148f714f670b563009c6791ec65		0.812913356643	-0.0969100130081	-4.0	-7.84870371327	-1.0	-0.0222763947112		1.21377002607		3.71856230318				-0.372488720077		-0.372488720077	-2.67532664981		4.49121877343		2.39540852551	-0.0588484752713	-1.24700328962	
Percopsis omiscomaycus	9fb8728f4e0fc8a9cf1ddbfc6fd232d5		0.812913356643	-0.0969100130081	-4.0	-5.33012549751	-1.0	-0.0222763947112		1.20736503747		3.71875073474						0.586587304672	-2.69897000434		3.34811006848		1.91351450975	-0.118102026427	-1.42423501946	
Periparus ater	a1536cbd36af848c4cfb9234fad2e1e0		0.812913356643	-0.0969100130081	-2.0	-21.9484616095	-1.0	-0.0222763947112		3.09238023211		3.86438884437						2.20978301485	-2.69897000434		5.0244856677		3.33809575988	-0.0169558680734	-0.696566333994	
Perna viridis	6ef2899719ea0ddf2c7310cb868c9927		0.812913356643	-0.154901959986	-4.0	-7.41782296231	-1.0	-0.0222763947112		0.793441132978		3.37767043933				-2.57413985492		-4.45879530932	-2.69897000434		1.57391544042		0.971452592894	-0.0232832956366	-1.77520804351	
Petrogale xanthopus	d82664b4636348f01da6058c4ab2aa04		0.812913356643	-0.430626090385	-1.0	-12.490931955	-0.459170185889	-0.0222763947112		1.42209716313		3.90036712866						2.84596576155	-2.69897000434	6.69556922704	6.94379119893		2.73323900675	-0.139123203597	-1.15508812609	1.42975228
Phaethon lepturus	9c0e9cb143508bda222bd0adec5383db		0.812913356643	-0.0969100130081	-1.30102999566	-56.6073030467	-1.0	-0.0222763947112		3.09497745204		3.86473588299						2.52891670028	-2.69897000434		4.65001595247		3.68344420899	-0.00143118443693	-0.943285670484	
Phaethon rubricauda	a2644bbf86d31681747084a3cf98311e		0.812913356643	-0.0969100130081	-1.30102999566	-41.519993057	-1.0	-0.0222763947112		2.98539233998		3.86289073042						2.2464985808	-2.69897000434		4.22427401429		3.68401006742	-0.000630183992648	-0.972895134121	
Phalacrocorax auritus	0db1d944fd592b2e7d18ed5aec730aca		0.812913356643	-0.0969100130081	-2.0	-21.5836924129	-1.0	-0.0222763947112		2.62888731622		3.864517014						2.12123145515	-6.46431354618		5.54045461367		3.62015792537	-0.000425817276827	-0.338452324398	
Phascolarctos cinereus	4d7e8acef0e44fe001cc83caff8712ae		0.812913356643	-0.0969100130081	-1.0	-17.5258143416	-1.0	-0.0222763947112		2.01325024048		3.89251310541						2.59240550702	-2.69897000434	6.79041254778	7.47779099918		3.24063160667	-0.130310165231	-0.974436092991	1.50735249984
Philomachus pugnax	7b48212a290510deccad5344b1d61986		0.812913356643	-0.0969100130081	-2.0	-21.7604502792	-1.0	-0.0222763947112		2.84424225769		3.86444343977						3.18098558079	-2.69897000434		5.60281934243		3.37825795926	-0.0157788258762	-0.762456261857	
Phoca vitulina	ec87dba768bbab3b0900ff52a327031d		0.812913356643	-0.0969100130081	-1.0	-13.0543345006	-1.0	-0.0222763947112		1.73281819585		3.89324895866						7.35391623092	-2.69897000434	7.41413736218	8.2019430634		3.39288329067	-0.451868655252	-1.71699292445	1.88081359228
Phocoena phocoena	5a744a2d5381acb09097283fddd6095a		0.812913356643	-0.0969100130081	-0.698970004336	-10.2425204611	-1.0	-0.0222763947112		1.26820810253		3.89464442911						6.94332779001	-2.69897000434	7.21731809102	7.6589257925		2.83472898783	-0.223800214353	-1.62523332971	
Phoeniconaias minor	8b96caa363071f1641f8a492c77d2cb8		0.812913356643	-0.0969100130081	-1.30102999566	-35.1614657295	-1.0	-0.0222763947112		1.43517840442		3.8636541064						4.47187819931	-2.69897000434		5.91003712355		2.48508797343	-0.0254652805941	-0.972487307551	
Phorcus lineatus	5d915d529f45e7c60979e383f2ef5333		0.812913356643	-0.0728144824551	-4.0	-9.15335367142		-0.0222763947112		1.40271693765		3.59291032843				-4.70267728579		-4.94005811194	-2.69897000434		-0.0619809025238		1.35935730561	-0.000447553846179	-0.858675672725	
Phoronis pallida	3d20b39a5cdcd6ae450a423e58efe977		0.812913356643	-0.0969100130081	-4.0	-9.76045027916	-1.0	-0.323306390375		-0.276298106009		3.2619761914						-15.2780245984	-2.69897000434		-6.26520017041		-0.612503393064	0.0	-3.0	
Phylloscopus trochilus	9f7d79f2f0a042ef0e8368239dfb1cb3		0.812913356643	-0.0969100130081	-2.0	-30.6022337439	-1.0	-0.0222763947112		3.00130093302		3.86407894485						1.37235958252	-2.69897000434		2.31680875205		3.24712347567	-0.00179298936501	-0.561346916284	
Physeter macrocephalus	b3ea740b176c587935272fe4f127db73		0.812913356643	-0.0969100130081	-1.0	-12.4505062868	-1.0	-0.0222763947112		1.30770350837		3.8945303873						8.04883008653	-2.69897000434	8.5597869682	9.16879202031		3.45352320531	-0.0403576927799	-1.16431576862	
Pica pica	c9dc4e5a0433e0c9f2b65212feba9bef		0.812913356643	-0.0969100130081	-1.30102999566	-109.01942401	-1.0	-0.0222763947112		2.84915949648		3.86463031768						2.31136175982	-2.69897000434		5.09218709606		3.49981487833	-0.00275432533977	-0.412096058092	
Pimephales promelas	63c01b172492dc6862ba657e613edec0		0.812913356643	-0.0969100130081	-4.0	-6.5810361693	-1.0	-0.0222763947112		2.37584643631		3.71808629478				-0.327163545829		-0.327255801693	-2.69897000434		3.7061201097		2.59045616875	-0.394802732612	-1.73048705578	
Pinguinus impennis	34f75f5e5d63720a84a9884cad30a444		0.812913356643	-0.0969100130081	-2.0	-14.966174306	-1.0	-0.0222763947112		2.61878942698		3.86320088358						5.35945602012	-2.69897000434		7.57588031568		3.65384033911	-0.22393838227	-1.41279432239	
Pipistrellus pipistrellus	cb943ad6e446a67c750a5ad39aa8e911		0.812913356643	-0.0969100130081	-1.0	-10.0023925924	-1.0	-0.0222763947112		1.3279328456		3.89402791465						3.32304367134	-2.69897000434	3.44338191309	3.7847399332		1.64755802202	-0.119865809712	-1.65738587699	0.690259003854
Pisaster ochraceus	55af8fcb16861cd1292551807b9040ed		0.812913356643	-0.0969100130081	-4.0	-9.52345819097	-1.0	-0.0222763947112		1.35082927358		3.36754227352				1.19865708695		-2.94538694544	-2.69897000434		4.49122157624		1.12489530499	-0.0701725187693	-1.5848596478	
Pithecia pithecia	ce9ff31788b98d22457a487c405ef871		0.812913356643	-0.0969100130081	-1.30102999566	-21.1544561064	-1.0	-0.0222763947112		1.09162123998		3.89559103729						5.25210024883	-2.69897000434	5.54151808898	6.10725746801		2.20740814148	-0.096709198245	-1.03379629669	2.10601061233
Planorbis planorbis	18d8f8532b36c262662e2410d1847bd4		0.812913356643	-0.0969100130081	-4.0	-5.55191233331	-1.0	-0.323306390375		2.88417206952		3.59317526348				0.0153597554092		-2.29877751574	-2.69897000434		1.40019248859		1.92210340604	-0.0163286171398	-1.76195389687	
Plateosaurus engelhardti	ae30514b08e4a9102ed0953d4e849809		0.812913356643	-0.0969100130081	-0.301029995664	-10.2669633171	-1.0	-0.0222763947112		1.23350376034		3.89464830379						4.97418919112	-2.69897000434		8.11826472609		3.05118340451	-0.0480799264797	-1.74376346679	
Pleurobrachia bachei	ea157b9c6d94ac452e22b094c2d3c211		1.98426215526	-0.0969100130081	-4.0	-4.97167687027	-1.0	-0.323306390375		1.15390323809		2.41732718113				-1.6563236246		-4.90588190091	-2.69897000434		0.0688571998725		0.39180106673	-0.00892639729594	-1.00916718313	
Pleurobrachia pileus	3ddfb02d1f60caec8189823cc007b893		2.08314414314	-0.0969100130081	-4.0	-5.22141467214	-1.0	-0.323306390375		1.53083977862		2.42176840121				-1.80024482275		-4.50821822442	-2.69897000434		-0.373146585333		0.890134748443	-0.0200421066593	-1.34122567916	
Pleuronectes platessa	27a6782add287c044111388cc4996f04		0.812913356643	-1.01051458588	-4.0	-8.50794818646	-0.106567272679	-0.0222763947112		1.34032709737		3.71752321726				1.86107657736		0.316157030974	-2.69897000434		6.09790947655		2.22071463007	-0.237207439558	-1.36191227661	
Pleuroxus aduncus	4ab9e9fd2808c0e605b8e794b9199627		0.812913356643	-0.0969100130081	-4.0	-4.50612388915	-1.0	-0.0222763947112		3.22582599146		3.64787176531						-2.6011922698	-2.69897000434		-1.74352279376		1.6614255273	-0.10336356947	-1.6615435064	
Pleuroxus striatus	6e3bb1d0143dc61387f45820d1f76cee		0.812913356643	-0.0969100130081	-4.0	-4.58753945257	-1.0	-0.0222763947112		3.17373971395		3.64345267649						-2.52143350441	-2.69897000434		-1.45444549277		1.73073060931	-0.0901231820096	-1.57413985492	
Plodia interpunctella	6b0d3d4ddb2f7b52424f8da510c91e10		0.812913356643	-0.0969100130081	-4.0	-1.17340694607	-1.0	-0.0222763947112	-8.89619627904	1.24919835739		3.64542226935		-0.00104355952951			0.422425676371	-1.29688065376	-2.69897000434				1.83031530431	-0.295334814545	-1.79209646961	
Pluvialis dominica	af06cca69f2fd2ac7684269131cbb134		0.812913356643	-0.0969100130081	-2.0	-37.2306965398	-1.0	-0.0222763947112		2.32308495232		3.86325622353						3.04139268516	-2.69897000434		4.00432137378		3.00605508659	-0.00400523563286	-0.0665987697003	
Podargus strigoides	77210dd21b917f4baf425d753ad78f02		0.812913356643	-0.0969100130081	-1.30102999566	-57.6110112149	-1.0	-0.0222763947112		3.37762311213		3.86410151205						1.8372095278	-2.70646066927		3.94339557651		3.87925935458	-0.000947795443351	-1.06718137199	
Podilymbus podiceps	98e37d8761aaec41cc7152f15ccaf677		0.812913356643	-0.0969100130081	-1.0	-30.6643415477	-1.0	-0.0222763947112		2.95279825296		3.86597051356						2.83276430494	-2.63214111064		4.79000352039		3.50969032536	-0.00594253361143	-1.2389596898	
Poecilia reticulata	1a2112979142994cc7c0ac7710256715		0.812913356643	-0.0969100130081	-1.0	-7.23040115161	-1.0	-0.0222763947112		1.83954089297		3.71742083672						0.64058080649	-2.69897000434		1.9159272117		1.95403448082	-0.262807357295	-2.01605814102	
Pomatoschistus minutus	04913a0b4d8937a43ce71ec46207ba90		0.812913356643	-0.0969100130081	-4.0	-5.05217431556	-1.0	-0.0222763947112		2.1095785469		3.71441359229						-2.31131327572	-2.69897000434		1.75427186868		2.22413665601	-0.0200875896653	-1.87095494011	
Pongo pygmaeus	e2a643310fdb74fc698ec526f5852f93		0.812913356643	-0.0969100130081	-1.30102999566	-11.9430951487	-1.0	-0.0222763947112		1.28443073384		3.89164894387						6.12936759572	-2.69897000434	7.0170333393	7.44731310882		2.72891434997	-0.137630062877	-1.6788159727	0.231214647963
Pontoporia blainvillei	09ab20bd544602a13231f4895df42ae3		0.812913356643	-0.0969100130081	-0.698970004336	-12.9076303004	-1.0	-0.0222763947112		1.61389676563		3.89397525156						5.52543355343	-2.69897000434	6.3205616802	6.88637790676		2.94198075365	-0.0268305670042	-1.48026386069	2.22100452973
Porcellio scaber	f7f2e3aa63418de280d2441a2f50a353		0.812913356643	-0.0969100130081	-4.0	-8.17121125182	-1.0	-0.0222763947112		1.77706415474		3.63205216671						-0.503070351927	-2.69897000434		1.94255368033		1.49271151069	-0.0637879556798	-1.07800156869	
Pristiophorus cirratus	791c66b1d7d17796ec389eefcf0e7cdb		0.812913356643	-0.0969100130081	-4.0	-7.57267621364	-1.0	-0.0222763947112		1.31238894937		3.71708772493						5.64305768375	-2.69897000434		6.4156409799		2.90530358087	-0.0733489229111	-0.876475019057	
Pristis pectinata	24e3e2c1f2781f1f13e93e672b190cd1		0.812913356643	-0.0969100130081	-4.0	-8.32066296948	-1.0	-0.0222763947112		1.27461961909		3.71850168887						2.94551782208	-2.69897000434		5.74437122733		2.90353870702	-0.0054628957015	-1.29929628285	
Procavia capensis	2385d7456a495dac2061e5db25291a9a		0.812913356643	-0.0969100130081	-1.0	-10.0459901417	-1.0	-0.0222763947112		1.53295555974		3.89317398536						6.03704781936	-2.69897000434	6.28393185479	6.72993627316		2.79717125116	-0.407768820363	-1.9905491042	1.79384484264
Propithecus diadema	b47ac2b3bb8803cc4e9873df0daf620e		0.812913356643	-0.0969100130081	-1.30102999566	-12.3697755892	-1.0	-0.0222763947112		1.20709554042		3.89486965675						4.53504081325	-2.69897000434	5.48029446	6.05537833138		2.41866084436	-0.0189973100586	-1.09388054245	2.06818586175
Psetta maxima	614b30fcca5c61b82a3d7b6cbad26210		0.812913356643	-0.0969100130081	-4.0	-8.57218942732	-1.0	-0.0222763947112		1.4268364538		3.717670503				2.51719589795		-0.478600371885	-2.69897000434		6.49387611085		2.00511184392	-0.163802519221	-1.22380748525	
Pseudemydura umbrina	02201b34a72c0285ab6719ce051efc2f		0.812913356643	-0.0969100130081	-4.0	-11.3613111133	-1.0	-0.0222763947112		2.55678478231		3.92027989463						2.90308998699	-2.69897000434		5.91381385238		3.24195966062	-0.0604807473814	-1.42021640338	
Pseudophryne bibronii	30e9b7c92c5bc6dc80518b2c9ec2d126		0.812913356643	-0.0969100130081	-4.0	-6.39544996743	-1.0	-0.0222763947112		2.69081605798		3.8690556187						0.963787827346	-2.69897000434		4.50654561878		2.75354935572	-0.159642940797	-1.39826585174	
Pseudorca crassidens	4d6423dbe228ecfca77db98f22b38979		0.812913356643	-0.0969100130081	-0.698970004336	-13.5224446678	-1.0	-0.0222763947112		1.37995963996		3.89437311548						6.66360670812	-2.69897000434	7.36847283844	7.96609477945		3.12640742298	-0.0268305670042	-1.55554921921	
Psittacosaurus mongoliensis	53bc6644c4a20fc8606d32a8104206c0		0.812913356643	-0.0969100130081	-0.301029995664	-13.9292235372	-1.0	-0.0222763947112		0.948608549876		3.89525675314						2.28712962072	-2.69897000434		5.57252309785		2.2561113305	-0.00625524344554	-1.92408823852	
Pterocles alchata	470ed15824f0e16f12532abcfa8feb54		0.812913356643	-0.0969100130081	-2.0	-13.2801717137	-1.0	-0.0222763947112		2.77052432696		3.86461074377						2.39846084961	-2.69897000434		3.60271094496		3.24790946701	-0.00316885367444	-1.58950958	
Pterodaustro guinazui	7241febd761e916d77b5d64f223534f0		0.812913356643	-0.0969100130081	-0.301029995664	-12.9411945133	-1.0	-0.0222763947112		1.47899913167		3.89536728877						3.23628527745	-2.69897000434		5.63538320405		2.59181784412	-0.0107282083583	-1.46737299877	
Ptychoramphus aleuticus	1b8b9f4a86353758c7ff85c17a850ab4		0.812913356643	-0.0969100130081	-2.0	-18.1760044088	-1.0	-0.0222763947112		2.70300232562		3.86604323836						3.63638758581	-2.69897000434		5.88354787927		3.3400870137	-0.0188385393884	-0.703203225286	
Pusa hispida	ce85c9680b8cfb790125278785a9fe70		0.812913356643	-0.0969100130081	-1.0	-13.0766523435	-1.0	-0.0222763947112		1.52970234492		3.89389818564						6.51188336098	-2.69897000434	6.70722941933	7.71281800021		3.03077777453	-0.106382472063	-1.51420761616	2.02118929907
Pycnogonum litorale	14c3dd8cde8bf89b963bc7436dc0ec59		0.812913356643	-0.0969100130081	-4.0	-7.48174934869	-1.0	-0.0222763947112		2.38738982634		3.64757855421				-2.55893359336		-5.07473949048	-2.69897000434		0.321184027302		0.97165847175	-0.0214999306885	-3.26185391129	
Pygoscelis adeliae	1b57a7bf98db087e0a1a8d9757cbf688		0.812913356643	-0.0969100130081	-2.0	-32.0831777154	-1.0	-0.0222763947112		2.16812018472		3.86399222838						3.86063741677	-2.69897000434		6.56241183295		3.39079914812	-0.00519031029781	0.422885177831	
Pygosteus pungitius	43d5e58d4d2708e8963ec274963f607d		0.812913356643	-0.0969100130081	-4.0	-8.0621813153	-1.0	-0.0222763947112		1.27276958655		3.71600334363						-0.121420761938	-2.69897000434		2.25188145455		1.50348697918	-0.0222763947112	-0.884389488326	
Python regius	6d0035229236a4c7583a934a4b310b15		0.812913356643	-0.0969100130081	-4.0	-10.3030323593	-1.0	-0.0222763947112		1.67154308526		3.87506126339						4.35983548234	-2.70752240633		5.49596039488		2.75799694369	-0.0419141514789	-1.33922935647	
Raja brachyura	4c64156100172c31e083a69c131aeaf5		0.812913356643	-0.0969100130081	-4.0	-6.403622856	-1.0	-0.0222763947112		1.32014628611		3.71841864183						3.99100444033	-2.69897000434		5.93277807006		2.59656301042	-0.102647865656	-1.1905749712	
Raja clavata	df126769d6b960693f75babb405ef2ae		0.812913356643	-0.0969100130081	-4.0	-7.69918720588	-1.0	-0.0222763947112		1.45055700942		3.71808629478						4.10482840365	-2.69897000434		7.02938377769		2.91445581574	-0.375408540873	-1.35634996178	
Ramphastos toco	5cf6207f05c77e03bcbcd85733db072f		0.812913356643	-0.0969100130081	-2.0	-19.3950183704	-1.0	-0.0222763947112		2.44401042593		3.86407656928						2.96992818943	-2.77113787147		5.7865384805		3.29257724186	-0.00555086298596	-0.563662397754	
Rangifer tarandus	26f5c11255f895a632fd2c2df42e0f60		0.812913356643	-0.0969100130081	-1.0	-18.1846879565	-1.0	-0.0222763947112		1.58152983084		3.8937301456						6.65772495421	-2.69897000434	7.44963265047	8.17840134153		3.25545824691	-0.0512008403962	-0.539568259486	2.09118492221
Rattus norvegicus	58d474ec035208b2194df25dde8f9259		0.812913356643	-0.0969100130081	-1.0	-19.1177886312	-1.0	-0.0222763947112		1.21353900636		3.89690247974						4.14772268773	-2.69897000434	4.32583162284	4.64956557722		2.23915176886	-0.0985961731747	-1.1413184626	-62.7310244189
Regulus ignicapillus	8480c26fe2dde898a777686976e2e1e4		0.812913356643	-0.0969100130081	-2.0	-29.817015033	-1.0	-0.0222763947112		2.42861743528		3.86461845481						2.80488874462	-2.69897000434		4.77378644498		2.62196830241	-0.0863450649134	-1.60947113052	
Regulus regulus	39de64eea659b04cfd67c5d4ff5633f4		0.812913356643	-0.0969100130081	-2.0	-27.2259942697	-1.0	-0.0222763947112		2.32130010005		3.86343350188						2.57634135021	-2.69897000434		4.74437122733		2.55407950651	-0.0729120715271	-1.39996418789	
Remiz pendulinus	3970051da664fb71a70190918d8739e8		0.812913356643	-0.0969100130081	-2.0	-20.5131446447	-1.0	-0.0222763947112		3.03702787976		3.86482541547						1.76886000084	-2.69897000434		4.18098558079		3.27046920645	-0.00540132920235	-0.618073069363	
Rhea americana	e97ede28aa4346a1972c1fd2e7d24740		0.812913356643	-0.0969100130081	-1.30102999566	-15.6513058097	-1.0	-0.0222763947112		1.6054278813		3.86503227755						4.43520710324	-2.69897000434		5.93761817939		2.99445793454	-0.00622440289129	-0.678919635303	
Rhincodon typus	b757ec97469df0ee764547b0911c66e6		0.812913356643	-0.0969100130081	-4.0	-8.8416375079	-1.0	-0.0222763947112		1.23325000954		3.71850168887						4.1303337685	-2.69897000434		7.92453771778		3.23102334285	-0.0367317484738	-1.81079051042	
Rhinobatos productus	8691a825ec34f8adcda1539f3d0babc0		0.812913356643	-0.0969100130081	-4.0	-7.7340036295	-1.0	-0.0222763947112		1.19228861257		3.71891668601						4.18212921405	-2.69897000434		6.06781451116		2.42313113949	-0.0800855193406	-1.17835548246	
Rhinoceros unicornis	2a40e3919813c0f16e7083e4301d72bb		0.812913356643	-0.0969100130081	-1.0	-20.265360161	-1.0	-0.0222763947112		1.52587241849		3.89397746908						8.07875760237	-2.69897000434	9.48205422322	9.77509029379		3.66044330553	-0.231954185898	-0.513739588168	2.6260414946
Rhizoglyphus robini	a08d34f3fc91edcfd634888b64706f28		0.812913356643	-0.0969100130081	-4.0	-4.55611145322	-1.0	-0.0222763947112		2.96503698608		3.64345267649				-2.13679614097		-2.44648105985	-2.69897000434		-1.03306083698		1.69086119323	-0.313363730738	-2.22184874962	
Rhizoprionodon acutus	928edb337ff91cfb7708159a9b090050		0.812913356643	-0.0969100130081	-4.0	-8.24911224533	-1.0	-0.0222763947112		1.24667334669		3.71854984887						4.0668996351	-2.70036197502		5.13197775501		2.22894416957	-0.0704666399941	-2.04400743674	
Rhynchotus rufescens	f4c7658ba36fc777a545f8cdc47d11f9		0.812913356643	-0.0969100130081	-1.30102999566	-19.6350739662	-1.0	-0.0222763947112		1.90550715392		3.86379081307						3.77916342376	-2.69897000434		4.04336227802		2.79262138454	-0.0139855830467	-0.959120875484	
Rhynochetos jubatus	7a9792a8c9f4eb22d6d286d64456516c		0.812913356643	-0.0969100130081	-1.30102999566	-32.2253370775	-1.0	-0.0222763947112		2.70155503374		3.86532787778						4.08635983067	-2.69897000434		6.41094585869		3.47627790511	-0.0257601141935	-1.01271815748	
Rissa brevirostris	0edad350886dbea9b1dca16ecfb65c37		0.812913356643	-0.0969100130081	-2.0	-41.2287065574	-1.0	-0.0222763947112		2.38013885327		3.86433305503						3.688419822	-2.69897000434		5.96810920113		3.23689231076	-0.0106035824787	-0.167784974152	
Rissa tridactyla	bab5d031b01e7f12e85e1bdcf9726828		0.812913356643	-0.0969100130081	-2.0	-41.0757724187	-1.0	-0.0222763947112		2.39029378464		3.86425113855						3.551327988	-2.69897000434		5.92147838038		3.26584334006	-0.00810969606397	-0.171559239043	
Ruditapes philippinarum	020b3f1b4179f488782e4d69d7dc071f		0.812913356643	-0.0969100130081	-4.0	-9.02273378757	-1.0	-0.0222763947112		1.48883263438		3.36903022181				-2.87516985059		-6.87484417042	-2.69897000434		0.133219456732		0.485861910796	-0.00108709564121	-2.22018713683	
Rupicapra rupicapra	d25ccfd780ea763f039935faa9b1f3c7		0.812913356643	-0.0969100130081	-1.0	-22.8667805433	-1.0	-0.0222763947112		1.36793335367		3.89442296131						6.34242268082	-2.69897000434	6.79295170825	7.56145917124		2.89343050702	-0.0611401773239	-0.4916588529	-2.40893539297
Sagitta hispida	5fa5c1982af0297dfe25875928c2570c		0.812913356643	-1.48545224734	-4.0	-7.41206465136	-1.0	-0.0222763947112		2.74350976473		3.26316246496				-1.89997426989		-2.69293204934	-2.69897000434		-0.182500738132		1.73975662341	-0.171340103465	-1.84103473962	
Saimiri sciureus	8d7ee32920698d3911260b9a6a3ee269		0.812913356643	-0.0969100130081	-1.30102999566	-21.9897000434	-1.0	-0.0222763947112		1.40807028589		3.89486965675						6.10890312767	-2.69897000434	6.80969435872	7.22582599146		2.93029327609	-0.660151216962	-1.05645602285	2.1338581252
Salmo trutta	987db2e9be228e2e5283ea467954a183		0.812913356643	-0.0969100130081	0.903089986992	-20.2051635422	-1.0	-0.0222763947112		2.06182930729		3.71841864183				1.34537373056		0.748265572669	-2.69897000434		4.73615737527		3.12066275508	-0.0154726866562	-0.783042792639	
Salvelinus alpinus	2b256e111056ab998c15402950cf0b1b		0.812913356643	-0.0969100130081	-4.0	-4.73945162736	-1.0	-0.0222763947112		1.49844840317		3.71775369321				1.85733249643		0.781611782493	-2.69897000434		4.6022770843		2.43929794888	-0.0178645051962	-1.28083450591	
