Name	CoL ID	E_Rj (log10 J/cm^3)	F_m (log10 l/d.cm^2)	kap_X (log10 -)	s_G (log10 -)	h_a (log10 1/d^2)	kap_P (log10 -)	kap_R (log10 -)	kap_V (log10 -)	p_M (log10 J/d.cm^3)	k_E (log10 1/d)	E_G (log10 J/cm^3)	p_T (log10 J/d.cm^2)	s_j (log10 -)	t_sj (log10 d)	E_Hj (log10 J)	E_He (log10 J)	E_Hb (log10 J)	k_J (log10 1/d)	E_Hx (log10 J)	E_Hp (log10 J)	E_Hs (log10 J)	p_Am (log10 J/d.cm^2)	kap (log10 -)	v (log10 cm/d)	t_0 (log10 d)
Electrophorus electricus	3cef65beebb836d276014fb79322b074		0.812913356643	-0.0969100130081	-4.0	-7.59108197915	-1.0	-0.0222763947112		1.25382243871		3.71600334363						-0.738975166008	-2.69897000434		4.32242605241		2.443807275	-0.00957234151474	-1.9090369234	
Elephas maximus	6fb47237753f0901b5bb779c6e9e1369		0.812913356643	-1.48802578076	-1.0	-11.5698329973	-0.0969100130081	-0.0222763947112		1.33015393071		3.89425124604						6.8947291107	-2.69897000434	7.44021617608	8.21217694674		3.20497145035	-0.02672063178	-1.53404936749	1.06783308623
Engraulis encrasicolus	2abe41c8ee39bb550534f328bf4717a3		0.812913356643	-0.0969100130081	-4.0	-7.07242434531	-1.0	-0.0222763947112		1.73774907389		3.7056071634				-0.171275672861		-3.91257354296	-2.69897000434		2.38738982634		1.04677601872	-0.00432093948838	-1.71130373941	
Enhydra lutris	f16ca52d25de7fb367832b86dac2e970		0.812913356643	-0.0969100130081	-1.0	-14.1821703003	-1.0	-0.0132282657338		2.53105591265		3.89486357105						5.83979218445	-2.69897000434	7.06929801212	7.65021035466		3.65750044225	-0.0820850708014	-1.48554522553	1.72227597563
Ensis directus	9535725bdbecb2f76d4461dc8a747406		1.65469141958	-0.0969100130081	-4.0	-6.59928591098	-1.0	-0.0222763947112		1.49163479319		3.371710512				-3.70055154097		-7.1748173891	-2.69897000434		1.7383333537		0.674686653362	-0.0124387469489	-2.82422444299	
Epinephelus marginatus	b19367bf6c4b12ca0ea001ea9953c9c9		0.812913356643	-0.0969100130081	-4.0	-10.4834646261	-1.0	-0.0222763947112		1.0		3.72345567204				0.670153045192		-2.6950788381	-2.6950788381		4.83442070368		1.21180909708	-0.012601900863	-1.82477819966	
Eptatretus stoutii	8c8fa2e6d0664f3f877f783a64beb1c6		0.812913356643	-0.0969100130081	-4.0	-6.74884865682	-1.0	-0.0222763947112		1.42340972773		3.64571693937						2.73391915101	-2.69897000434		4.75365964729		2.34192888375	-0.225848141045	-1.73471037414	
Erignathus barbatus	52717fb428839ec4ea46640eaad6ac88		0.812913356643	-0.0969100130081	-1.0	-11.530177984	-1.0	-0.0969100130081		2.14571836486		3.89428891843						7.08414713315	-2.69897000434	7.19959612616	8.4021581715		3.67379751648	-0.090406533193	-1.52312491524	1.77815125038
Erinaceus europaeus	cdc488ce6cf0ecb5a02221ef40111c12		0.812913356643	-0.0969100130081	-1.0	-19.7532257642	-1.0	-0.0222763947112		2.02659862848		3.89408888499						3.46655178976	-2.69897000434	4.76861664494	5.88372047248		3.01198466527	-0.0123663530652	-0.581003068844	1.44819908933
Erpetoichthys calabaricus	c89d648572722980801c621e154ae462		0.812913356643	-0.0969100130081	-4.0	-9.18575240427	-1.0	-0.0222763947112		1.23121464796		3.71891668601						-0.587035728003	-2.69897000434		4.039017322		1.73901745381	-0.0332952233421	-2.01170865809	
Eschrichtius robustus	b4385cf8dc677811a74fa6ae3cb43adc		0.812913356643	-0.0969100130081	-0.698970004336	-13.9088362011	-1.0	-0.0222763947112		1.34826980647		3.8945254042						7.49183075866	-2.69897000434	7.82098458554	9.06879789686		3.52334969935	-0.0245249939764	-1.24371466342	
Esox lucius	491ad1cbf0ee6578c14c4a37b2580003		0.812913356643	-0.0969100130081	-4.0	-7.77522357279	-1.0	-0.0222763947112		1.00966331668		3.7197902031						0.120666044509	-2.69897000434		5.34483027749		2.43778384689	-0.0364218175402	-1.04441422227	
Etmopterus perryi	36a22def38a1931b3c9f9cb244396c01		0.812913356643	-0.0969100130081	-4.0	-8.82390874094	-1.0	-0.0222763947112		1.26881190374		3.71816940539						2.95894593249	-2.69897000434		4.42028588494		1.85324238922	-0.137272471682	-1.22184874962	
Eubalaena glacialis	e45c4cf3665144ef83bb225e971a91e6		0.812913356643	-0.0969100130081	-0.698970004336	-14.4960731958	-1.0	-0.0222763947112		2.16085553202		3.89621195679						7.67476931402	-2.69897000434	8.20601587676	9.37767043933		4.12017564536	-0.0273159078305	-1.32546033777	
Eubosmina coregoni	dfa6a62de551465c295c3a3279b152b6		0.812913356643	-0.0969100130081	-4.0	-5.64743161382	-1.0	-0.0222763947112		3.14612803568		3.64728514503						-2.5343197884	-2.69897000434		-1.52230007167		1.97984417689	-0.311402224919	-1.63902811627	
Eulamprus quoyii	b7368b27759d92dfd69b19ba70fe7f0e		0.812913356643	-0.0969100130081	-4.0	-7.31015859086	-1.0	-0.0222763947112		1.54419211077		3.89359533382						3.29336255471	-2.69897000434		4.46134843365		2.15110312319	-0.155584959526	-1.64168435992	
Eunectes murinus	a97cd0d051262be8ea1c9b162f28b25f		0.812913356643	-0.0969100130081	-4.0	-9.43415218133	-1.0	-0.0222763947112		1.23904909314		3.89492497736						5.63588568528	-2.69897000434		7.35005409358		3.1858678244	-0.492279023314	-1.65111127693	
Euphausia superba	9b5816e13fe1783d6d65f7075aba514f		0.812913356643	-0.237696636712	-4.0	-6.48161768445	-0.431798275933	-0.0222763947112		2.65571454962		3.64345267649						-1.82652235655	-2.69897000434		2.51745982654		2.70260628674	-0.0483711061634	-1.21917882415	
Euprymna hyllebergi	3fb01720b80e6677d2c8ff92d9908d60		0.812913356643	-0.0969100130081	0.0	-3.9678568868	-1.0	-0.0222763947112		1.30338831441		3.73935633009				1.99301495901		0.753547823696	-2.69897000434		3.59601067721		2.16302116113	-0.238578131265	-1.82929248132	
Euptilotis neoxenus	9e2e1359f85b411a7a1c34b7aa1151b5		0.812913356643	-0.0969100130081	-2.0	-21.8247781997	-1.0	-0.0222763947112		2.7644914607		3.86421670527						3.17782497186	-2.69897000434		5.35256838618		3.32282894697	-0.00940810252884	-0.779081636443	
Eurytemora affinis	b3cd8223fe63cbb356fab69438d3a23d		0.812913356643	-0.0969100130081	-4.0	-3.65482238346	-1.0	-0.0222763947112		3.14612803568		3.64345267649						-6.58502665203	-2.69897000434		-4.17907641212		1.2492081442	-0.000304112589161	-2.15304467498	
Euspira nitida	79649390454e2a5fc41c8ea2ed2faaaf		0.812913356643	-0.0969100130081	-4.0	-7.71692502526	-1.0	-0.0222763947112		2.4703075654		3.59165328936				-0.296450701762		-2.53625627875	-2.69897000434		1.56454771176		1.72064709364	-0.0672117900979	-2.0	
Falco naumanni	bc99d387d3a7b447bf1d951ef8111cc2		0.812913356643	-0.0969100130081	-2.0	-28.461929213	-1.0	-0.0222763947112		2.87303388446		3.86421076822						2.18582535961	-2.69897000434		4.30276370847		3.5352434705	-0.00113499040539	-0.0656732805241	
Flustra foliacea	fd374d545f72678ced74b5f86d54deba		0.812913356643	-0.0969100130081	-4.0	-6.32817943982	-1.0	-0.323306390375		1.25430633233		3.2626883443						-7.68930668766	-2.69897000434		-0.326426203577		1.45842631499	-0.0969100130081	-2.60275541899	
Folsomia candida	bec653e78eb0e5dd43f92cc01e7cbd73		0.812913356643	-0.0969100130081	-4.0	-4.08862929288	-1.0	-0.0222763947112		2.9271649743		3.63488014077				-1.26098175412		-2.2845816774	-2.69897000434		-0.953895212754		1.9271649743	-0.652474840001	-2.41105635726	
Forpus passerinus	9dde78344c3ce809f5af4d35947c6ae0		0.812913356643	-0.0969100130081	-2.0	-34.7469044142	-1.0	-0.0222763947112		2.6028453538		3.86449150177						2.83212554253	-2.69897000434		5.11958577496		3.02351995204	-0.0253133351941	-0.586616403377	
Fratercula arctica	80c12642c3ab7cc036ee3749463ca606		0.812913356643	-0.0969100130081	-2.0	-19.6615435064	-1.0	-0.0222763947112		2.5057413018		3.86557652373						4.9049318274	-2.69897000434		7.03100428136		3.39613306417	-0.222145618954	-1.00398332027	
Fulmarus glacialis	581a2dbd2bf9cfe395e49555c40f8a55		0.812913356643	-0.301029995664	-1.30102999566	-138.481749349	-1.0	-0.0222763947112		2.73007940944		3.86092226362						4.24600590408	-2.69897000434		6.84447717575		3.60754294554	-0.0321105255686	-0.451745744038	
Furcifer labordi	2d8fe0c4795645592bb8c62369df1cd0		0.812913356643	-0.0969100130081	-0.301029995664	-6.60205999133	-1.0	-0.0222763947112		3.0		3.89426066445						2.26458172924	-2.69897000434		3.48043814718		3.0799116938	-0.0708877433453	-1.57430278664	
Gadus morhua	9363f3f10179d965a3d7130fcdb3445c		0.812913356643	-0.0969100130081	-4.0	-7.01023881228	-1.0	-0.0222763947112		1.3338501451		3.76282855319				0.371067862272		-0.696156225111	-2.69897000434		5.47363292687		2.60016341796	-0.142788157683	-1.07422394616	
Galago senegalensis	189e447f4b853cd7858295feb0c3f7b2		0.812913356643	-0.0969100130081	-1.30102999566	-35.6617427698	-1.0	-0.0222763947112		1.86934908076		3.89486965675						3.73591811653	-2.69897000434	5.0	5.43200668727		2.62633420713	-0.0292812962798	-0.631155493174	2.08026562734
Galeopterus variegatus	4dcbb7c6e643932361541981ae29374b		0.812913356643	-0.0969100130081	-1.0	-12.2023447457	-1.0	-0.0222763947112		1.3585553684		3.89537557781						4.67437883369	-2.69897000434	5.53276711471	6.33841465588		2.43884759244	-0.144617756501	-1.59159550896	1.42928867757
Gallinula chloropus	97e338fdcc541cc7d4a287cd2e478dd8		0.812913356643	-0.0969100130081	-1.30102999566	-46.978397284	-1.0	-0.0222763947112		2.48424003074		3.86435798307						4.006037955	-2.69897000434		6.47885496753		3.25958193443	-0.0665987697003	-0.695337167332	
Gallus gallus IR	e9bd1de9ad04b90064cf96a24cf98310		0.812913356643	-0.0969100130081	-1.30102999566	-29.5547072306	-1.0	-0.0222763947112		1.64192601751		3.87234801952						5.29688447554	-2.69897000434		7.4557582031		3.07468847308	-0.279220718642	-0.177302456564	
Gallus gallus	e9bd1de9ad04b90064cf96a24cf98310		0.812913356643	-0.0969100130081	-1.30102999566	-34.1182730646	-1.0	-0.0222763947112		2.18094549902		3.86398628826						3.00043407748	-2.69897000434		4.56002624891		3.05728945066	-0.00384746972448	-0.89360509687	
Gallus gallus WL	e9bd1de9ad04b90064cf96a24cf98310		0.812913356643	-0.0969100130081	-1.30102999566	-12.9344202853	-1.0	-0.0222763947112		2.25076876174		3.86449387506						4.79615787691	-2.69897000434		7.05230909965		3.42302129383	-0.383661045143	-1.36247024519	
Gammarus fossarum	0980a0ba53b8de0e3c9a1d97ec4f1ef0		0.812913356643	-0.0969100130081	-4.0	-5.83061950469	-1.0	-0.0222763947112		2.6663307443		3.64738297011				1.0		-1.40285351217	-2.69897000434		1.00043407748		1.48645031567	-0.0552706396967	-1.97839728397	
Gammarus pseudolimnaeus	46665c47e08b50e65aa372a80c3e2436		0.812913356643	-0.0969100130081	-4.0	-5.22994369659	-1.0	-0.0222763947112		2.09340417293		3.64699055845				-0.0273205327325		-1.35587665924	-2.69897000434		0.653482657417		1.30132738554	-0.0393675218781	-1.82113811284	
Gammarus pulex	7b6908ae7563c0d764397d8f1cbe6e04		0.812913356643	-0.0969100130081	-4.0	-5.57871368483	-1.0	-0.0222763947112		2.68122676065		3.64755019998				0.495472180392		-1.30764226777	-2.69897000434		0.517036143245		1.68330735669	-0.040991061666	-1.75917379012	
Gammarus roeseli	0980a0ba53b8de0e3c9a1d97ec4f1ef0		0.812913356643	-0.0969100130081	-4.0	-5.27457844993	-1.0	-0.0222763947112		2.70552161342		3.64708942872				1.54617236832		-0.711080394338	-2.69897000434		1.54641926684		1.72810206182	-0.178290002702	-1.8416375079	
Gasterosteus aculeatus	fd99ac97713444a54871ba5ae6555109		0.812913356643	-0.0969100130081	-4.0	-8.41038545937	-1.0	-0.0222763947112		2.06483221974		3.71800316827						-0.733063088841	-2.69897000434		1.89647110048		2.28940833053	-0.00682839496924	-1.13894375542	
Gavialis gangeticus	6bef8e5a76defdae652840a7b3416c9b		0.812913356643	-0.0969100130081	-4.0	-10.3315208971	-1.0	-0.0222763947112		1.29732271421		3.89470365261						4.83333838894	-2.69897000434		7.79629674005		2.96625393055	-0.130357655348	-1.54652876628	
Gavia immer	cfec88d8fcc43e7f03d1575d1c3f55a3		0.812913356643	-0.0969100130081	-1.30102999566	-40.1050197091	-1.0	-0.0222763947112		2.41962701345		3.8646641251						3.61700034112	-2.76970438608		6.50283663862		3.49271011409	-0.00612748969047	-0.505636660733	
Gavia stellata	82657d3390f0a0d5bc1349a48394f8d0		0.812913356643	-0.859491956962	-1.30102999566	-44.7000571	-0.100360035318	-0.0222763947112		2.58745390333		3.86289728105						3.82052984852	-2.73306308884		6.52231379516		3.51751655024	-0.0128881270014	-0.578823998148	
Genypterus blacodes	660b829aafcd7d46e774e3638a8d7a29		0.812913356643	-0.0969100130081	-4.0	-7.33086915263	-1.0	-0.0222763947112		1.84198480459		3.71197585435						-0.387852161674	-2.69897000434		5.75929003302		3.18242891943	-0.0969100130081	-0.996108833763	
Geocrinia vitellina	12f5c1d4ba0f3475b80be1a3f53d8269		0.812913356643	-0.0969100130081	-4.0	-8.07961575782	-1.0	-0.0222763947112		1.27646180417		3.86462972455						1.6574383227	-2.69897000434		3.07918124605		1.5082791699	-0.195587940862	-1.65052820079	
Glis glis	a35eaad2acaaf584762b9843f35c3dc5		0.812913356643	-0.0969100130081	-1.0	-20.1390035632	-1.0	-0.0132282657338		3.13287418483		3.89438419283						1.82092358788	-2.69897000434	3.98829134191	5.27160930138		3.50329756747	-0.0107771783116	-1.32588321461	1.25648201834
Gorgosaurus libratus	54cd15bf2e0366e56b694ffd4318a821		0.812913356643	-0.0969100130081	-0.301029995664	-10.8655041442	-1.0	-0.0222763947112		1.18610837981		3.89481432908						5.59317526348	-2.69897000434		8.17522180034		2.97306270454	-0.0972901870301	-1.82016107198	
Gorilla gorilla	3525cf79aa420809edb33c4b6dd8601a		0.812913356643	-0.0969100130081	-1.30102999566	-11.5272435507	-1.0	-0.0222763947112		1.63908787108		3.89536728877						6.19617618504	-2.69897000434	7.27137687189	7.93901977645		3.14160339554	-0.295420550304	-1.8687022034	-1.0
Grus americana	1a22f8fb4ebe8e382b8685b187aafa18		0.812913356643	-0.0969100130081	-2.0	-87.9590023076	-1.0	-0.0222763947112		2.0023863941		3.86333535334						4.62603224783	-2.69897000434		7.19783169333		3.31006637167	-0.0186163579187	0.784046415808	
Grus antigone	6a6879cee063dbe1eb1e589ccdbf7ecb		0.812913356643	-0.0969100130081	-2.0	-62.2342569586	-1.0	-0.0222763947112		1.96343600076		3.86357087258						4.34262004255	-2.69897000434		6.97464983444		3.27722172874	-0.0113474168269	0.384156207203	
Grus canadensis	ee76f374ae7659a9cf9977645012b11e		0.812913356643	-0.0969100130081	-2.0	-66.8840568231	-1.0	-0.0222763947112		1.9131306255		3.86318957671						4.43980621139	-2.69897000434		6.95375969173		3.16902456323	-0.0187206330251	0.41242694501	
Grus japonensis	6fde6b82ab0ac42b5d8bbd69e9433010		0.812913356643	-0.0969100130081	-2.0	-71.0786777564	-1.0	-0.0222763947112		1.73504450119		3.86174702571						4.44669246637	-2.69897000434		6.91803033678		3.0675023311	-0.0151397801723	0.684135913403	
Grus leucogeranus	0ae95f5329e0e7fe075c002169e60746		0.812913356643	-0.0969100130081	-2.0	-64.6451235775	-1.0	-0.0222763947112		2.07029282426		3.8624152483						4.58194965837	-2.69897000434		7.15442397311		3.33372529518	-0.019687502597	0.408104227076	
Grus monacha	0e419445ddc878e375c38fa9d9515969		0.812913356643	-0.0969100130081	-2.0	-64.084230934	-1.0	-0.0222763947112		2.17948285006		3.8637117662						4.45101845216	-2.69897000434		7.01241537476		3.36847283844	-0.0183535144231	0.509444476612	
Grus rubicundus	91e043fbcde2082b7347fce518462e0e		0.812913356643	-0.0969100130081	-2.0	-70.5775743236	-1.0	-0.0222763947112		1.97925054872		3.8631139916						4.46612587042	-2.69897000434		7.02978947083		3.2522217536	-0.0168339570474	0.503872360859	
Grus vipio	28717f30fbb5ef2ba20f85bb587a54d5		0.812913356643	-0.0969100130081	-2.0	-78.828858849	-1.0	-0.0222763947112		2.03303754427		3.86356908882						4.59933713299	-2.69897000434		7.1095785469		3.2902461392	-0.0203287291534	0.402536491804	
Grus virgo	987b70eac098e65fbf96b62c25c06f86		0.812913356643	-0.0969100130081	-2.0	-69.4289903277	-1.0	-0.0222763947112		2.34899956779		3.86383122245						4.38273726576	-2.69897000434		7.04883008653		3.48993036884	-0.0187931869989	0.455210427776	
Haematopus moquini	35a448e347c4bb7b28695e9fcb3c744b		0.812913356643	-0.0969100130081	-2.0	-31.7622050067	-1.0	-0.0222763947112		2.57320822411		3.86442623109						3.68187412213	-2.69897000434		6.14705767103		3.41569434614	-0.0111735929547	-0.444373594415	
Halichoerus grypus	571ff3eefa181344bc8dd6e8a54886ce		0.812913356643	-0.0969100130081	-1.0	-12.5936301645	-1.0	-0.0222763947112		1.57425935719		3.893476021						7.31260043926	-2.69897000434	7.36884450683	8.41380251677		3.27551866051	-0.247828583543	-1.52853225929	2.0
Halobatrachus didactylus	179d2ac7f27322ede597a170364b80a9		0.812913356643	-0.0969100130081	-4.0	-7.64569943765	-1.0	-0.0222763947112		1.27737997467		3.71841864183						1.58534791109	-2.69897000434		4.6558104945		2.36543931123	-0.164246032481	-1.77288491741	
Hemicentetes semispinosus	2a69b74156efdf595db62090e21e94f5		0.812913356643	-0.0969100130081	-1.0	-9.28090498706	-1.0	-0.0222763947112		2.38869963213		3.8925837436						3.80809140729	-2.69897000434	4.39228356142	5.66027242249		3.00275336645	-0.0617405292054	-1.28842895644	1.57495562011
Heptranchias perlo	5bbba314cd44233980889b7db2091025		0.812913356643	-0.0969100130081	-4.0	-8.26584048676	-1.0	-0.0222763947112		1.42439155441		3.71816940539						5.08386080087	-2.69897000434		6.94551782208		2.92307399897	-0.38174265516	-0.959397659886	
Heterocephalus glaber	578ce28e305022faa88b77f2b880502f		0.812913356643	-0.0969100130081	-2.0	-16.9089664839	-1.0	-0.0222763947112		1.93440804798		3.89367078919						3.78065280645	-2.69897000434	4.52204888476	5.68565755791		2.58595452915	-0.185346275765	-0.935542010773	1.8040057827
Heterodontus portusjacksoni	ea78d30dbfede623a294ebd70f2efd83		0.812913356643	-0.0969100130081	-4.0	-7.70377371274	-1.0	-0.0222763947112		1.18212921405		3.71891668601						4.97057930571	-2.69897000434		6.89614025144		2.62141102826	-0.409492537991	-1.66434154771	
Heteronotia binoei	9d3714402a1d195c7d861c0b1f840bd8		0.812913356643	-0.0969100130081	-4.0	-9.86391390262	-1.0	-0.0222763947112		1.61489721603		3.89348434622						3.00987563371	-2.69897000434		4.17464119266		2.04233526501	-0.30653687278	-1.759700418	
Himantopus mexicanus	1f5847657f78653cd8be6e4f828a1c0d		0.812913356643	-0.0969100130081	-2.0	-31.6032777215	-1.0	-0.0222763947112		2.58907678657		3.86442445084						3.68421679514	-2.69897000434		6.0909630766		3.29358572252	-0.026428837942	-0.326591996471	
Hiodon tergisus	9847fa5ddb60890788abf8bc9ce686a5		0.812913356643	-0.0969100130081	-4.0	-7.51698357986	-1.0	-0.0222763947112		2.39794000867		3.71800316827						0.204662511748	-2.69897000434		6.01661554756		3.09679186884	-0.131120553763	-1.09859617317	
Hippocampus whitei	46216a4024c47e7b05bf40754e15647e		0.812913356643	-0.0969100130081	-4.0	-7.59722293039	-1.0	-0.0222763947112		1.72156331836		3.71340653217						2.05115252245	-2.69897000434		3.43632170014		2.20331579376	-0.256960845195	-1.25119199504	
Hippopotamus amphibius	d122689ccde0015d1426a4f7af9fa1be		0.812913356643	-0.0969100130081	-1.0	-12.1947996498	-1.0	-0.0222763947112		1.33656779369		3.89449661189						5.94120125352	-2.69897000434	6.75234505035	7.51063882913		3.27855240744	-0.0062622930226	-1.25096437535	
Hirundichthys affinis	dcc59c1ff44e5086c007ead8f39618f7		0.812913356643	-0.0969100130081	-4.0	-6.88008458974	-1.0	-0.0222763947112		2.05269394192		3.71800316827						-0.0109508435618	-2.69897000434		4.48657215052		2.80353017477	-0.0273806609404	-0.925915310972	
Holocentrus adscensionis	09be05d2d25f1e7254c0380f441b7fa3		0.812913356643	-0.0969100130081	-4.0	-8.78621670066	-1.0	-0.0222763947112		1.7865384805		3.71775369321						-3.11776015198	-2.69897000434		2.63648789635		2.73114054189	-0.00239521253955	-1.33517005886	
Homo sapiens	e3b90576561f93a8ac8b59e185b01511		0.812913356643	-0.602059991328	-1.0	-20.9190129531	-0.397940008672	-0.0222763947112		0.964451035959		3.89515171823						6.09813473213	-2.69897000434	6.59536392925	7.27855469425		2.5343320362	-0.0544482076838	-1.29261209552	2.17056972048
Hydra viridissima	19190e1a47af46b36c952ecf9b80588d		0.812913356643	-0.0969100130081	-4.0	-17.184023999	-1.0	-0.0222763947112		1.78589902838		2.41664050734						-2.72491910154	-2.69897000434		-1.64340056428		0.933831853388	-0.214243200037	-1.36855623099	
Hydrochoerus hydrochaeris	cdece5c9f966826ad8a4f0b6b1c70d4c		0.812913356643	-0.0969100130081	-1.0	-21.5887002411	-1.0	-0.0222763947112		1.42982331121		3.89187294459						5.76435474691	-2.69897000434	6.0383737402	7.5789358956		3.09528445038	-0.0277092004317	-0.22712843735	2.10383791603
Hydrocynus vittatus	ed61d5b61ce91a6d34fbca8211ce5a9c		0.812913356643	-0.0969100130081	-4.0	-8.23373590935	-1.0	-0.0222763947112		0.79553244271		3.71891668601				1.64127575723		0.5887197796	-2.69897000434		6.4720246977		2.11050216926	-0.277942228669	-1.43723145698	
Hylobates lar	b567774eedd1fd38ce9a26e2fddfc628		0.812913356643	-0.0969100130081	-1.30102999566	-12.0627329278	-1.0	-0.0222763947112		0.849665055479		3.89431606268						4.79042591739	-2.69897000434	5.26787541932	5.80556881755		2.04817368575	-0.033858267261	-1.85573722624	
Hypsibius convergens	779e48ba14edf4787cd08b7e7401e63b		0.812913356643	-0.0969100130081	-4.0	-7.66715773301	-1.0	-0.0222763947112		2.61982350046		3.26054837264				-4.90066472231		-5.29964247218	-2.69897000434		-4.31596296251		0.463910897667	-0.0264565314675	-2.75055703856	
Hypsibius oberhaeuseri	1bd832ac6d7bb295abbd24520dbf0798		0.812913356643	-0.0969100130081	-4.0	-7.36461679595	-1.0	-0.0222763947112		2.58782317132		3.2619761914				-5.21424320004		-5.81844222614	-2.69897000434		-4.78595132059		0.522592885453	-0.0102832800519	-2.94347627592	
Hystrix africaeaustralis	2acff5dbbbdae886a56163692f0c86bb		0.812913356643	-0.0969100130081	-1.0	-34.7633770972	-1.0	-0.0222763947112		1.79092241233		3.89362585044						5.18236043358	-2.69897000434	6.63256155084	7.15907969184		3.11895217298	-0.0330219410818	-0.488295738901	1.90937307358
Ichthyophis kohtaoensis	897f721335748e93117c84bae4a39427		0.812913356643	-0.0969100130081	-4.0	-8.4301581006	-1.0	-0.0222763947112		1.39984671271		3.86409557342				4.4847268043		3.46014581749	-2.69897000434		4.9478746549		1.98872791539	-0.113791375833	-1.5117313845	
Kryptolebias marmoratus	8c24a2a18bf61d804420086edc99c306		0.812913356643	-0.0969100130081	-4.0	-7.69486368106	-1.0	-0.0222763947112		2.28555730901		3.71783686749						-0.11373494097	-2.69897000434		0.933031495102		2.14485741846	-0.0758241296981	-1.98088370955	
Lacerta agilis	7e1a059719ca73323daa52f23a19a64d		0.812913356643	-0.0969100130081	-4.0	-8.10684878687	-1.0	-0.0222763947112		1.81776363228		3.8938726788						2.59195455505	-2.69897000434		4.27806733089		2.1928795426	-0.100726812682	-1.53955321612	
Lacerta strigata	13b6f7649bd9cb39390aa38518fca717		0.812913356643	-0.0969100130081	-4.0	-7.87321942299	-1.0	-0.0222763947112		1.44653716707		3.89370629306						3.37712404235	-2.69897000434		4.49665293925		2.09605099813	-0.245193144646	-1.64493179365	
Lagorchestes conspicillatus	68f725633c4212acffbfa1a59952cdd4		0.812913356643	-0.430626090385	-1.0	-10.33200102	-1.0	-0.0222763947112		1.72161443792		3.89390816617						2.57166109172	-2.69897000434	6.03695608961	6.43746040792		2.85203876549	-0.1149731118	-1.48186524625	1.23044892138
Lagorchestes hirsutus	e886ae8ef2084c39d3da70956b52cf31		0.812913356643	-0.430626090385	-1.0	-23.7293165066	-0.459170185889	-0.0222763947112		1.67683256163		3.89395307572						2.97959981325	-2.69897000434	6.14282104295	6.65935705438		2.78167640484	-0.117091426419	-0.819796681602	1.43447948126
Lagostrophus fasciatus	37ca2270c6d654da367c38945787f398		0.812913356643	-0.0969100130081	-1.0	-10.2945896268	-1.0	-0.0222763947112		1.58324299492		3.89371128556						2.05613081302	-2.69397835658	5.74523332699	5.85669687584		2.61660048029	-0.0459133820003	-1.37003819903	1.20813756657
Lampetra planeri	7849536da20a2a4d44365ac33b8c8b98		0.812913356643	-0.0969100130081	-0.301029995664	-25.4756038779	-1.0	-0.0222763947112		1.70027093736		3.509874285						2.10448711131	-2.69897000434		4.381295623		2.38248712359	-0.355266072553	-0.558619115083	
Larus argentatus	5df2cbd6bb428a00eeed203289a3564b		0.812913356643	-0.0969100130081	-2.0	-42.6071272546	-1.0	-0.0222763947112		2.55673055236		3.86507612676						3.58081097266	-2.69897000434		6.04649516433		3.46803996571	-0.00623762000351	-0.362150175544	
Latimeria chalumnae	46ffe2e071c4d553d33e36794a179846		0.812913356643	-0.0969100130081	-4.0	-8.60138995778	-1.0	-0.0222763947112		1.28011150333		3.71845020157						5.09900692785	-2.69897000434		7.43862777536		2.85510525818	-0.139496094676	-1.32032141158	
Lemmus trimucronatus	6d229d483afce29dae4bee95e6d4cca0		0.812913356643	-0.0969100130081	-1.0	-21.2013493546	-1.0	-0.0222763947112		2.37782512692		3.89410384913						3.04453976039	-2.69897000434	3.82994669594	4.30963016743		2.91825005099	-0.0220433097065	-0.720835156938	1.16084353717
Leontopithecus rosalia	34fc90bc0247a67e5691c7c947624599		0.812913356643	-0.0969100130081	-1.30102999566	-28.7761226289	-1.0	-0.0222763947112		1.5103143976		3.89305122335						5.39631967709	-2.69897000434	6.1413556922	6.72124739792		2.6588200537	-0.263104942993	-0.921162706583	2.05143809779
Lepadogaster lepadogaster	e51f4ae6bb47355df4b30132303ea92b		0.812913356643	-0.0969100130081	-4.0	-8.2809174261	-1.0	-0.0222763947112		1.68877565527		3.71750407476						-0.197499932236	-2.69897000434		2.55702572239		1.92474951709	-0.0182266813723	-1.31443738884	
Lepidochelys kempii	54e9e281f6d060b3f03a3d1295107826		0.812913356643	-0.0969100130081	-4.0	-8.84740592207	-1.0	-0.0222763947112		1.30470589821		3.89437145386						4.1218879851	-2.69897000434		7.56205482966		2.86232283234	-0.159329438667	-1.37253172754	
Lepidochitona cinerea	75dec12407157ff88b7093da4cd037b8		0.812913356643	-0.0567083341225	-4.0	-6.14514763758	-2.90931879554	-0.0222763947112		1.84415521875		3.41673201569				-5.07422394616		-5.19928292172	-2.69897000434		-0.488383979431		2.06551996245	-0.000682378143707	-1.53202212472	
Lepilemur mustelinus	e8bfdcc70cea2d77b9b54a143392afc8		0.812913356643	-0.0969100130081	-1.30102999566	-23.8588639099	-1.0	-0.0222763947112		1.80407124889		3.89486965675						4.26951294422	-2.69897000434	5.48273070008	6.21563756344		2.74450655653	-0.047062332249	-0.74763248554	2.09551804232
Lepisma saccharina	a5b311bccb146809dd1359c610f67f41		0.812913356643	-0.0969100130081	-4.0	-6.61564658586	-1.0	-0.0222763947112		2.05614226206		3.64561873824				-0.202317065085		-0.98970004336	-2.69897000434		0.449324093099		1.32225445048	-0.0528604823572	-2.41736856051	
